seq id	alignment start	alignment end	envelope start	envelope end	hmm acc	hmm name	type	hmm start	hmm end	hmm length	bit score	E-value	significance	clan
ATP2B3	528	612	516	612	PF13246.9	Cation_ATPase	Family	9	91	91.0	66.2	2.1e-18	1	CL0137
ATP2B3	769	838	764	839	PF08282.15	Hydrolase_3	Domain	187	254	255.0	22.6	8.3e-05	1	CL0137
ATP2B3	877	1055	876	1058	PF00689.24	Cation_ATPase_C	Family	2	179	182.0	157.9	2.3e-46	1	No_clan
ATP2B3	1100	1146	1100	1146	PF12424.11	ATP_Ca_trans_C	Family	1	48	48.0	85.5	2.6999999999999997e-24	1	No_clan
ASTN1	95	648	95	649	PF19441.2	ASTN_1_2_N	Domain	1	548	549.0	1214.7	0.0	1	No_clan
ASTN1	660	707	660	707	PF14670.9	FXa_inhibition	Domain	1	36	36.0	35.4	1.1e-08	1	CL0001
ASTN1	933	1142	928	1142	PF19743.2	ASTN1_2_EGF_Fn	Domain	5	231	231.0	202.9	5.500000000000001e-60	1	No_clan
ASTN1	1153	1245	1153	1245	PF18411.4	Annexin_like	Domain	1	93	93.0	166.3	1.5999999999999998e-49	1	No_clan
ARMC12	68	279	66	283	PF04826.16	Arm_2	Repeat	4	216	221.0	55.6	5.4e-15	1	CL0020
ASTN2	148	691	148	692	PF19441.2	ASTN_1_2_N	Domain	1	548	549.0	601.0	2e-180	1	No_clan
ASTN2	703	750	703	750	PF14670.9	FXa_inhibition	Domain	1	36	36.0	42.4	6.8e-11	1	CL0001
ASTN2	859	934	853	966	PF01823.22	MACPF	Domain	30	109	212.0	27.4	3.5e-06	1	CL0293
ASTN2	964	1179	964	1179	PF19743.2	ASTN1_2_EGF_Fn	Domain	1	231	231.0	421.7	7.199999999999999e-127	1	No_clan
ASTN2	1190	1282	1190	1282	PF18411.4	Annexin_like	Domain	1	93	93.0	184.6	3.0999999999999996e-55	1	No_clan
ASTN2	1286	1332	1286	1332	PF18577.4	ASTN_2_hairpin	Domain	1	47	47.0	96.3	8.2e-28	1	No_clan
GRAMD1A	91	198	91	200	PF02893.23	GRAM	Domain	1	112	114.0	93.3	9.300000000000001e-27	1	CL0266
GRAMD1A	371	518	370	518	PF16016.8	VASt	Domain	2	151	151.0	113.6	1.2e-32	1	CL0209
ATP2C1	27	94	26	94	PF00690.29	Cation_ATPase_N	Domain	2	69	69.0	64.3	6.8e-18	1	No_clan
ATP2C1	133	328	133	328	PF00122.23	E1-E2_ATPase	Family	1	181	181.0	170.9	1.9999999999999998e-50	1	No_clan
ATP2C1	345	656	344	656	PF00702.29	Hydrolase	Domain	2	210	210.0	79.2	5.5e-22	1	CL0137
ATP2C1	726	897	726	898	PF00689.24	Cation_ATPase_C	Family	1	181	182.0	156.1	8.299999999999999e-46	1	No_clan
ARMC1	28	67	27	68	PF00514.26	Arm	Repeat	2	40	41.0	21.4	0.0002	1	CL0020
GRAMD1B	96	203	96	205	PF02893.23	GRAM	Domain	1	112	114.0	96.8	7.600000000000001e-28	1	CL0266
GRAMD1B	377	523	375	523	PF16016.8	VASt	Domain	3	151	151.0	117.7	6.7e-34	1	CL0209
ARRB1	19	174	18	174	PF00339.32	Arrestin_N	Domain	2	146	146.0	131.3	3e-38	1	CL0135
ARRB1	194	355	193	356	PF02752.25	Arrestin_C	Domain	2	135	136.0	91.2	8.5e-26	1	CL0135
GRAMD1C	72	176	69	178	PF02893.23	GRAM	Domain	4	112	114.0	89.2	1.8e-25	1	CL0266
GRAMD1C	331	476	329	477	PF16016.8	VASt	Domain	3	150	151.0	114.8	5.1e-33	1	CL0209
ACTR2	6	388	3	390	PF00022.22	Actin	Family	4	382	385.0	336.7	1.5e-100	1	CL0108
ARMC3	144	177	142	179	PF00514.26	Arm	Repeat	6	39	41.0	25.4	1.1e-05	1	CL0020
ARMC3	277	381	276	381	PF13646.9	HEAT_2	Repeat	2	88	88.0	32.9	6.8e-08	1	CL0020
ARMC3	387	426	387	427	PF00514.26	Arm	Repeat	1	40	41.0	23.6	4.2e-05	1	CL0020
ARMC3	471	503	469	504	PF00514.26	Arm	Repeat	3	35	41.0	26.5	5e-06	1	CL0020
ARMC3	720	858	718	859	PF14381.9	EDR1	Family	71	202	203.0	79.3	3.6000000000000003e-22	1	CL0125
ATP2C2	62	125	58	125	PF00690.29	Cation_ATPase_N	Domain	6	69	69.0	57.8	6.9e-16	1	No_clan
ATP2C2	164	357	164	357	PF00122.23	E1-E2_ATPase	Family	1	181	181.0	166.4	4.8999999999999995e-49	1	No_clan
ATP2C2	375	686	373	686	PF00702.29	Hydrolase	Domain	3	210	210.0	62.2	9e-17	1	CL0137
ATP2C2	756	928	756	929	PF00689.24	Cation_ATPase_C	Family	1	181	182.0	150.7	3.8e-44	1	No_clan
ASXL1	11	82	11	83	PF05066.16	HARE-HTH	Family	1	71	72.0	65.1	6.2e-18	1	CL0123
ASXL1	237	361	236	361	PF13919.9	ASXH	Domain	2	139	139.0	118.6	2.1e-34	1	No_clan
ASXL1	1500	1539	1479	1539	PF13922.9	PHD_3	Domain	30	69	69.0	70.3	1.5e-19	1	No_clan
ARMC6	210	249	209	251	PF00514.26	Arm	Repeat	2	39	41.0	24.8	1.7e-05	1	CL0020
ETNPPL	31	433	26	433	PF00202.24	Aminotran_3	Domain	11	403	403.0	278.5	8e-83	1	CL0061
ASXL2	11	82	11	83	PF05066.16	HARE-HTH	Family	1	71	72.0	75.3	4e-21	1	CL0123
ASXL2	259	380	256	380	PF13919.9	ASXH	Domain	5	139	139.0	118.1	3.1000000000000002e-34	1	No_clan
ASXL2	1373	1433	1373	1433	PF13922.9	PHD_3	Domain	1	69	69.0	84.9	3.9e-24	1	No_clan
ARRB2	20	174	19	175	PF00339.32	Arrestin_N	Domain	2	145	146.0	116.8	9e-34	1	CL0135
ARRB2	195	348	194	349	PF02752.25	Arrestin_C	Domain	2	135	136.0	90.7	1.2e-25	1	CL0135
ARMC7	89	122	87	126	PF00514.26	Arm	Repeat	3	36	41.0	24.9	1.6e-05	1	CL0020
PHYKPL	32	433	28	433	PF00202.24	Aminotran_3	Domain	11	403	403.0	255.5	7.4e-76	1	CL0061
ASXL3	10	81	10	81	PF05066.16	HARE-HTH	Family	1	72	72.0	69.8	2.1e-19	1	CL0123
ASXL3	240	360	235	360	PF13919.9	ASXH	Domain	6	139	139.0	114.6	3.8e-33	1	No_clan
ASXL3	2191	2246	2183	2246	PF13922.9	PHD_3	Domain	13	69	69.0	74.5	6.8e-21	1	No_clan
ARMC8	50	91	50	92	PF00514.26	Arm	Repeat	1	40	41.0	21.5	0.00019	1	CL0020
ACTR3B	7	409	3	412	PF00022.22	Actin	Family	6	381	385.0	296.9	1.8e-88	1	CL0108
ACTR3C	1	188	1	189	PF00022.22	Actin	Family	117	302	385.0	99.0	2.4e-28	1	CL0108
ARR3	15	170	14	171	PF00339.32	Arrestin_N	Domain	2	145	146.0	97.7	6.800000000000001e-28	1	CL0135
ARR3	192	352	190	353	PF02752.25	Arrestin_C	Domain	3	135	136.0	61.3	1.5e-16	1	CL0135
ATG12	54	140	54	140	PF04110.16	APG12	Domain	1	87	87.0	139.1	5.2e-41	1	CL0072
ARRDC1	7	139	7	139	PF00339.32	Arrestin_N	Domain	1	146	146.0	62.8	3.9e-17	1	CL0135
ARRDC1	163	284	162	286	PF02752.25	Arrestin_C	Domain	2	134	136.0	66.7	3.1e-18	1	CL0135
ATP5F1EP2	3	50	3	50	PF04627.16	ATP-synt_Eps	Family	1	48	49.0	70.7	7.8e-20	1	No_clan
ATG2A	14	111	13	129	PF12624.10	Chorein_N	Family	2	94	116.0	65.0	6.7e-18	1	No_clan
ATG2A	1839	1932	1837	1932	PF09333.14	ATG_C	Family	3	96	96.0	93.5	8.1e-27	1	No_clan
ARRDC2	20	158	9	158	PF00339.32	Arrestin_N	Domain	8	146	146.0	147.1	4.1e-43	1	CL0135
ARRDC2	181	306	180	307	PF02752.25	Arrestin_C	Domain	2	135	136.0	73.4	2.8e-20	1	CL0135
ASZ1	78	104	78	109	PF00023.33	Ank	Repeat	1	27	33.0	23.4	6.1e-05	1	CL0465
ASZ1	130	210	126	212	PF12796.10	Ank_2	Repeat	11	81	83.0	58.7	7e-16	1	CL0465
ASZ1	272	334	271	334	PF07647.20	SAM_2	Domain	2	66	66.0	30.8	2.5e-07	1	CL0003
ACTR3	5	409	2	412	PF00022.22	Actin	Family	4	381	385.0	292.5	4e-87	1	CL0108
ARRDC3	18	165	9	165	PF00339.32	Arrestin_N	Domain	6	146	146.0	124.8	3.1e-36	1	CL0135
ARRDC3	188	313	187	314	PF02752.25	Arrestin_C	Domain	2	135	136.0	73.8	2e-20	1	CL0135
ATP5PB	83	244	83	244	PF05405.17	Mt_ATP-synt_B	Family	1	163	163.0	156.7	4.1e-46	1	CL0255
ATG2B	12	108	10	127	PF12624.10	Chorein_N	Family	3	94	116.0	60.9	1.2e-16	1	No_clan
ATG2B	1981	2074	1979	2074	PF09333.14	ATG_C	Family	3	96	96.0	98.5	2.2000000000000004e-28	1	No_clan
ASS1	8	402	8	403	PF00764.22	Arginosuc_synth	Family	1	387	388.0	584.3	1.4e-175	1	CL0039
ARRDC4	24	169	21	169	PF00339.32	Arrestin_N	Domain	4	146	146.0	116.6	1e-33	1	CL0135
ARRDC4	192	317	191	318	PF02752.25	Arrestin_C	Domain	2	135	136.0	75.3	6.8e-21	1	CL0135
ARRDC5	27	154	21	160	PF00339.32	Arrestin_N	Domain	8	139	146.0	75.2	5.7e-21	1	CL0135
ARRDC5	185	318	184	321	PF02752.25	Arrestin_C	Domain	2	133	136.0	72.0	7.3e-20	1	CL0135
ATP5MC1	70	132	70	132	PF00137.24	ATP-synt_C	Family	1	60	60.0	40.8	2.3e-10	1	No_clan
ATP10A	57	108	44	112	PF16209.8	PhoLip_ATPase_N	Family	12	63	67.0	71.0	5.2e-20	1	No_clan
ATP10A	685	774	665	781	PF13246.9	Cation_ATPase	Family	10	86	91.0	32.0	1e-07	1	CL0137
ATP10A	1057	1302	1057	1302	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	257.9	1.2e-76	1	CL0137
ATP5MC2	75	137	75	137	PF00137.24	ATP-synt_C	Family	1	60	60.0	40.7	2.5e-10	1	No_clan
SAG	26	183	26	184	PF00339.32	Arrestin_N	Domain	1	145	146.0	103.6	1.1e-29	1	CL0135
SAG	204	363	203	364	PF02752.25	Arrestin_C	Domain	2	135	136.0	81.3	9.7e-23	1	CL0135
ATP10B	61	118	48	119	PF16209.8	PhoLip_ATPase_N	Family	10	66	67.0	78.0	3.5000000000000005e-22	1	No_clan
ATP10B	720	798	682	801	PF13246.9	Cation_ATPase	Family	21	86	91.0	32.2	8.7e-08	1	CL0137
ATP10B	1081	1321	1081	1326	PF16212.8	PhoLip_ATPase_C	Family	1	244	249.0	258.9	5.9e-77	1	CL0137
ATG13	89	195	77	195	PF10033.12	ATG13	Family	102	239	239.0	29.6	5.6e-07	1	CL0651
ATP10D	68	123	57	124	PF16209.8	PhoLip_ATPase_N	Family	11	66	67.0	77.4	5.4e-22	1	No_clan
ATP10D	726	804	685	807	PF13246.9	Cation_ATPase	Family	21	86	91.0	39.9	3.5e-10	1	CL0137
ATP10D	1082	1327	1082	1327	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	270.7	1.5e-80	1	CL0137
ATP5MC3	76	138	76	138	PF00137.24	ATP-synt_C	Family	1	60	60.0	40.6	2.5e-10	1	No_clan
ATP11A	42	96	26	97	PF16209.8	PhoLip_ATPase_N	Family	11	66	67.0	78.7	2.2e-22	1	No_clan
ATP11A	130	375	124	377	PF00122.23	E1-E2_ATPase	Family	7	174	181.0	41.0	1.6e-10	1	No_clan
ATP11A	477	585	476	587	PF13246.9	Cation_ATPase	Family	2	87	91.0	38.9	7.3e-10	1	CL0137
ATP11A	851	1103	851	1103	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	260.2	2.3e-77	1	CL0137
ATP5MGL	11	100	10	100	PF04718.18	ATP-synt_G	Family	2	98	100.0	69.9	2.9e-19	1	No_clan
ATP11B	36	90	22	91	PF16209.8	PhoLip_ATPase_N	Family	11	66	67.0	73.9	6.5e-21	1	No_clan
ATP11B	123	364	118	369	PF00122.23	E1-E2_ATPase	Family	6	170	181.0	38.0	1.2e-09	1	No_clan
ATP11B	518	605	469	607	PF13246.9	Cation_ATPase	Family	12	88	91.0	42.8	4.3e-11	1	CL0137
ATP11B	847	1100	847	1100	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	265.7	5e-79	1	CL0137
ATXN7L1	277	344	277	345	PF08313.15	SCA7	Domain	1	67	68.0	96.2	8.4e-28	1	No_clan
ATXN7L2	226	290	223	291	PF08313.15	SCA7	Domain	4	67	68.0	86.1	1.2e-24	1	No_clan
ARSA	21	346	21	346	PF00884.26	Sulfatase	Family	1	309	309.0	271.5	1e-80	1	CL0088
ARSA	368	500	368	502	PF14707.9	Sulfatase_C	Domain	1	123	124.0	94.3	9.7e-27	1	CL0088
ATP11C	40	94	26	95	PF16209.8	PhoLip_ATPase_N	Family	11	66	67.0	77.5	5e-22	1	No_clan
ATP11C	124	372	122	374	PF00122.23	E1-E2_ATPase	Family	3	173	181.0	41.9	7.9e-11	1	No_clan
ATP11C	473	577	470	579	PF13246.9	Cation_ATPase	Family	4	89	91.0	39.8	3.9e-10	1	CL0137
ATP11C	845	1093	845	1097	PF16212.8	PhoLip_ATPase_C	Family	1	245	249.0	245.3	8.600000000000001e-73	1	CL0137
ATXN7L3	80	112	80	112	PF08209.14	Sgf11	Family	1	33	33.0	64.3	5.8e-18	1	CL0361
ATXN7L3	207	237	202	239	PF08313.15	SCA7	Domain	19	48	68.0	28.9	8.2e-07	1	No_clan
ATP12A	59	126	58	126	PF00690.29	Cation_ATPase_N	Domain	2	69	69.0	53.1	2.1e-14	1	No_clan
ATP12A	178	369	178	369	PF00122.23	E1-E2_ATPase	Family	1	181	181.0	158.7	1.1999999999999999e-46	1	No_clan
ATP12A	441	536	441	536	PF13246.9	Cation_ATPase	Family	1	91	91.0	86.8	8.2e-25	1	CL0137
ATP12A	673	744	664	744	PF00702.29	Hydrolase	Domain	133	210	210.0	26.7	6.8e-06	1	CL0137
ATP12A	814	1024	814	1024	PF00689.24	Cation_ATPase_C	Family	1	182	182.0	135.0	2.6e-39	1	No_clan
ATP8A1	41	102	34	102	PF16209.8	PhoLip_ATPase_N	Family	3	67	67.0	88.4	1.9999999999999998e-25	1	No_clan
ATP8A1	131	320	129	368	PF00122.23	E1-E2_ATPase	Family	3	141	181.0	33.1	4.1e-08	1	No_clan
ATP8A1	486	582	484	585	PF13246.9	Cation_ATPase	Family	2	88	91.0	47.5	1.5e-12	1	CL0137
ATP8A1	827	1078	827	1079	PF16212.8	PhoLip_ATPase_C	Family	1	248	249.0	281.6	6.999999999999999e-84	1	CL0137
ATP8A2	58	121	58	121	PF16209.8	PhoLip_ATPase_N	Family	1	67	67.0	87.8	3e-25	1	No_clan
ATP8A2	150	343	148	386	PF00122.23	E1-E2_ATPase	Family	3	145	181.0	39.9	3.4e-10	1	No_clan
ATP8A2	513	603	504	604	PF13246.9	Cation_ATPase	Family	10	89	91.0	51.0	1.3e-13	1	CL0137
ATP8A2	848	1098	847	1099	PF16212.8	PhoLip_ATPase_C	Family	2	248	249.0	271.7	7.7e-81	1	CL0137
ATP13A1	297	510	295	511	PF00122.23	E1-E2_ATPase	Family	3	180	181.0	80.5	1.1e-22	1	No_clan
ATP13A1	528	762	527	778	PF00702.29	Hydrolase	Domain	2	156	210.0	38.1	2.1e-09	1	CL0137
ATP8B1	66	145	66	145	PF16209.8	PhoLip_ATPase_N	Family	1	67	67.0	89.7	7.999999999999999e-26	1	No_clan
ATP8B1	173	408	172	413	PF00122.23	E1-E2_ATPase	Family	2	167	181.0	35.6	6.9e-09	1	No_clan
ATP8B1	536	629	532	632	PF13246.9	Cation_ATPase	Family	5	88	91.0	46.4	3.3e-12	1	CL0137
ATP8B1	919	1173	919	1173	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	287.2	1.4e-85	1	CL0137
ATP13A2	34	175	31	176	PF12409.11	P5-ATPase	Family	4	125	126.0	84.4	7.499999999999999e-24	1	No_clan
ATP13A2	295	491	290	491	PF00122.23	E1-E2_ATPase	Family	6	181	181.0	115.5	2.1000000000000003e-33	1	No_clan
ATP13A2	509	765	507	788	PF00702.29	Hydrolase	Domain	3	156	210.0	39.9	6e-10	1	CL0137
ATP8B2	36	101	35	101	PF16209.8	PhoLip_ATPase_N	Family	2	67	67.0	95.8	9.400000000000001e-28	1	No_clan
ATP8B2	492	591	491	592	PF13246.9	Cation_ATPase	Family	2	90	91.0	45.3	7.3e-12	1	CL0137
ATP8B2	859	1112	859	1113	PF16212.8	PhoLip_ATPase_C	Family	1	248	249.0	296.1	2.7e-88	1	CL0137
ATP13A3	13	150	13	150	PF12409.11	P5-ATPase	Family	1	126	126.0	142.1	1.1e-41	1	No_clan
ATP13A3	176	226	166	226	PF00690.29	Cation_ATPase_N	Domain	18	69	69.0	23.6	3.4e-05	1	No_clan
ATP13A3	275	475	265	476	PF00122.23	E1-E2_ATPase	Family	10	180	181.0	123.4	7.9e-36	1	No_clan
ATP13A3	493	786	492	788	PF00702.29	Hydrolase	Domain	2	182	210.0	40.3	4.4e-10	1	CL0137
ATP13A3	966	1162	960	1167	PF00689.24	Cation_ATPase_C	Family	7	177	182.0	33.6	3.4e-08	1	No_clan
ATP8B3	110	184	109	186	PF16209.8	PhoLip_ATPase_N	Family	2	65	67.0	85.3	1.7999999999999997e-24	1	No_clan
ATP8B3	217	449	213	455	PF00122.23	E1-E2_ATPase	Family	5	167	181.0	31.9	9.4e-08	1	No_clan
ATP8B3	590	670	569	673	PF13246.9	Cation_ATPase	Family	19	88	91.0	41.6	1.1e-10	1	CL0137
ATP8B3	683	772	619	795	PF00702.29	Hydrolase	Domain	68	150	210.0	28.9	1.4e-06	1	CL0137
ATP8B3	965	1210	965	1216	PF16212.8	PhoLip_ATPase_C	Family	1	242	249.0	234.9	1.1999999999999998e-69	1	CL0137
ATP13A4	16	141	16	141	PF12409.11	P5-ATPase	Family	1	126	126.0	103.7	7.9e-30	1	No_clan
ATP13A4	161	217	151	217	PF00690.29	Cation_ATPase_N	Domain	12	69	69.0	34.6	1.2e-08	1	No_clan
ATP13A4	262	464	257	464	PF00122.23	E1-E2_ATPase	Family	6	181	181.0	112.2	2.1000000000000002e-32	1	No_clan
ATP13A4	481	744	480	765	PF00702.29	Hydrolase	Domain	2	166	210.0	33.0	7.8e-08	1	CL0137
ATP8B4	15	81	15	81	PF16209.8	PhoLip_ATPase_N	Family	1	67	67.0	101.3	1.8e-29	1	No_clan
ATP8B4	473	569	472	571	PF13246.9	Cation_ATPase	Family	2	87	91.0	37.3	2.3e-09	1	CL0137
ATP8B4	841	1095	841	1095	PF16212.8	PhoLip_ATPase_C	Family	1	249	249.0	294.3	9.200000000000001e-88	1	CL0137
ATP13A5	17	142	17	142	PF12409.11	P5-ATPase	Family	1	126	126.0	98.7	2.9e-28	1	No_clan
ATP13A5	163	211	154	218	PF00690.29	Cation_ATPase_N	Domain	13	62	69.0	29.2	6.1e-07	1	No_clan
ATP13A5	263	464	258	464	PF00122.23	E1-E2_ATPase	Family	6	181	181.0	116.2	1.3000000000000001e-33	1	No_clan
ATP13A5	480	734	480	755	PF00702.29	Hydrolase	Domain	1	156	210.0	38.8	1.3e-09	1	CL0137
ATAD1	129	257	129	259	PF00004.32	AAA	Domain	1	130	132.0	123.5	8.1e-36	1	CL0023
ATAD1	282	322	281	336	PF17862.4	AAA_lid_3	Domain	2	41	45.0	43.6	2.1e-11	1	CL0671
ATG3	38	308	38	308	PF03987.18	Autophagy_act_C	Domain	1	206	206.0	257.4	1.2e-76	1	CL0097
ATAD2	464	597	463	598	PF00004.32	AAA	Domain	2	131	132.0	140.2	5.4e-41	1	CL0023
ATAD2	624	659	621	680	PF17862.4	AAA_lid_3	Domain	4	39	45.0	42.7	4e-11	1	CL0671
ATAD2	1003	1067	993	1074	PF00439.28	Bromodomain	Domain	11	75	84.0	57.5	1.2e-15	1	No_clan
ATG4A	43	335	42	336	PF03416.22	Peptidase_C54	Family	2	277	278.0	338.6	3.2e-101	1	CL0125
ATG4A	369	396	369	396	PF20166.1	ATG4_LIR	Motif	1	29	29.0	37.8	1.5e-09	1	No_clan
ATG4B	40	335	39	335	PF03416.22	Peptidase_C54	Family	2	278	278.0	340.1	1.1000000000000001e-101	1	CL0125
ATG4B	363	391	363	391	PF20166.1	ATG4_LIR	Motif	1	29	29.0	40.1	2.8e-10	1	No_clan
ATG4C	77	397	76	400	PF03416.22	Peptidase_C54	Family	2	275	278.0	359.0	1.8999999999999998e-107	1	CL0125
ATG4C	427	458	427	458	PF20166.1	ATG4_LIR	Motif	1	29	29.0	41.0	1.4e-10	1	No_clan
ATG4D	110	410	109	411	PF03416.22	Peptidase_C54	Family	2	277	278.0	364.4	4.3e-109	1	CL0125
ACOX2	32	148	32	148	PF14749.9	Acyl-CoA_ox_N	Domain	1	125	125.0	96.6	1.6000000000000001e-27	1	CL0544
ACOX2	496	675	495	675	PF01756.22	ACOX	Family	2	181	181.0	208.0	8.6e-62	1	CL0087
ABHD12	170	285	165	298	PF12146.11	Hydrolase_4	Family	6	120	239.0	51.0	1.2e-13	1	CL0028
CHRNA7	27	230	26	230	PF02931.26	Neur_chan_LBD	Family	2	217	217.0	245.7	3.5000000000000004e-73	1	No_clan
CHRNA7	237	487	237	487	PF02932.19	Neur_chan_memb	Family	1	238	238.0	210.8	3.2999999999999996e-62	1	No_clan
CHRNB3	30	232	29	233	PF02931.26	Neur_chan_LBD	Family	2	216	217.0	248.0	7.2e-74	1	No_clan
CHRNB3	240	371	240	387	PF02932.19	Neur_chan_memb	Family	1	131	238.0	174.2	5.1e-51	1	No_clan
CHRNB3	375	446	355	446	PF02932.19	Neur_chan_memb	Family	169	238	238.0	53.9	2.8e-14	1	No_clan
ATG9B	185	676	184	676	PF04109.19	ATG9	Family	2	480	480.0	479.6	1.2e-143	1	No_clan
ATG101	9	171	9	172	PF07855.15	ATG101	Family	1	152	153.0	139.5	9e-41	1	CL0651
CHRNG	26	241	26	241	PF02931.26	Neur_chan_LBD	Family	1	217	217.0	234.4	1e-69	1	No_clan
CHRNG	248	492	248	492	PF02932.19	Neur_chan_memb	Family	1	238	238.0	198.2	2.4e-58	1	No_clan
ATOH1	160	211	160	212	PF00010.29	HLH	Domain	1	53	54.0	62.6	2.7e-17	1	No_clan
ATOH7	41	92	41	93	PF00010.29	HLH	Domain	1	53	54.0	67.0	1.2e-18	1	No_clan
A1BG	217	300	209	301	PF13895.9	Ig_2	Domain	6	78	79.0	52.7	4.3e-14	1	CL0011
ABHD14A	97	196	97	207	PF12697.10	Abhydrolase_6	Domain	1	95	220.0	31.9	2.1e-07	1	CL0028
AUNIP	26	350	26	350	PF15334.9	AIB	Family	1	324	324.0	606.9	9.6e-183	1	No_clan
AUP1	301	336	298	337	PF02845.19	CUE	Domain	5	41	42.0	37.5	1.5e-09	1	CL0214
ABHD14B	35	119	35	140	PF12697.10	Abhydrolase_6	Domain	1	81	220.0	35.4	1.8e-08	1	CL0028
A1CF	58	124	58	127	PF00076.25	RRM_1	Domain	1	67	70.0	59.5	2.3e-16	1	CL0221
A1CF	138	199	138	203	PF00076.25	RRM_1	Domain	1	59	70.0	29.8	4.2e-07	1	CL0221
A1CF	233	296	233	297	PF00076.25	RRM_1	Domain	1	69	70.0	42.1	6.4e-11	1	CL0221
A1CF	447	523	445	523	PF14709.10	DND1_DSRM	Domain	3	80	80.0	85.7	2.1999999999999996e-24	1	CL0196
ACTL6A	8	428	8	429	PF00022.22	Actin	Family	1	384	385.0	472.4	8.799999999999999e-142	1	CL0108
ACAD11	46	265	45	288	PF01636.26	APH	Family	2	213	239.0	144.2	6.1e-42	1	CL0016
ACAD11	382	498	376	499	PF02771.19	Acyl-CoA_dh_N	Domain	7	112	113.0	39.9	6.1e-10	1	CL0544
ACAD11	503	595	503	606	PF02770.22	Acyl-CoA_dh_M	Domain	1	89	97.0	66.9	1.5e-18	1	No_clan
ACAD11	618	766	618	769	PF00441.27	Acyl-CoA_dh_1	Domain	1	147	150.0	114.1	7e-33	1	CL0087
ABHD16A	281	407	280	415	PF00561.23	Abhydrolase_1	Domain	2	140	257.0	37.4	2.3e-09	1	CL0028
BEND7	311	389	310	391	PF10523.12	BEN	Domain	2	75	77.0	65.4	4.5e-18	1	No_clan
ACIN1	72	106	72	106	PF02037.30	SAP	Domain	1	35	35.0	32.7	4.8e-08	1	CL0306
ACIN1	1154	1247	1129	1247	PF16294.8	RSB_motif	Motif	9	102	102.0	88.4	3.3e-25	1	No_clan
ACTL7B	48	415	46	415	PF00022.22	Actin	Family	3	384	385.0	334.9	5.300000000000001e-100	1	CL0108
ABI1	93	170	93	170	PF07815.17	Abi_HHR	Family	1	77	77.0	123.0	4.5e-36	1	No_clan
ABI1	452	496	452	497	PF00018.31	SH3_1	Domain	1	47	48.0	58.6	3.6e-16	1	CL0010
APOBEC3C	10	187	10	189	PF18782.4	NAD2	Family	1	177	179.0	245.5	3.8e-73	1	CL0109
TNK2	126	385	126	385	PF07714.20	PK_Tyr_Ser-Thr	Domain	1	259	259.0	291.5	5.400000000000001e-87	1	CL0016
TNK2	395	444	395	444	PF14604.9	SH3_9	Domain	1	49	49.0	44.0	1.7e-11	1	CL0010
TNK2	450	513	449	514	PF09027.13	GTPase_binding	Domain	2	65	66.0	100.5	4.0000000000000003e-29	1	No_clan
TNK2	774	839	774	840	PF11555.11	Inhibitor_Mig-6	Family	1	73	74.0	86.8	9.6e-25	1	No_clan
ABI2	93	162	93	169	PF07815.17	Abi_HHR	Family	1	69	77.0	118.0	1.6e-34	1	No_clan
ABI2	458	506	458	506	PF14604.9	SH3_9	Domain	1	49	49.0	58.2	6.3e-16	1	CL0010
APOBEC3A	12	194	11	194	PF18782.4	NAD2	Family	2	179	179.0	240.8	1e-71	1	CL0109
BEST2	9	316	8	316	PF01062.24	Bestrophin	Family	2	289	289.0	321.1	6.6999999999999996e-96	1	No_clan
BMI1	17	56	17	56	PF13923.9	zf-C3HC4_2	Domain	1	40	40.0	40.8	1.5e-10	1	CL0229
BMI1	162	226	162	226	PF16207.8	RAWUL	Domain	1	73	73.0	72.2	4.2e-20	1	CL0072
BEST3	9	316	8	316	PF01062.24	Bestrophin	Family	2	289	289.0	312.4	3.1e-93	1	No_clan
BEST4	9	331	8	331	PF01062.24	Bestrophin	Family	2	289	289.0	320.6	9.4e-96	1	No_clan
CHRM2	40	440	40	440	PF00001.24	7tm_1	Family	1	264	264.0	239.0	5.6e-71	1	CL0192
BMP2	49	267	40	267	PF00688.21	TGFb_propeptide	Family	16	242	242.0	176.8	6.1e-52	1	CL0055
BMP2	295	395	295	395	PF00019.23	TGF_beta	Domain	1	102	102.0	121.1	3.5e-35	1	CL0079
BIRC3	32	97	32	97	PF00653.24	BIR	Domain	1	73	73.0	72.1	4.9e-20	1	CL0417
BIRC3	172	235	172	236	PF00653.24	BIR	Domain	1	72	73.0	76.0	2.9e-21	1	CL0417
BIRC3	258	322	258	323	PF00653.24	BIR	Domain	1	72	73.0	72.1	4.8e-20	1	CL0417
BIRC3	446	526	444	528	PF00619.24	CARD	Domain	3	83	85.0	72.4	2.5e-20	1	CL0041
BIRC3	554	597	553	598	PF13920.9	zf-C3HC4_3	Domain	2	49	50.0	54.9	6.3e-15	1	CL0229
ABCA3	259	469	205	469	PF12698.10	ABC2_membrane_3	Family	161	346	346.0	73.3	2.1e-20	1	CL0181
ABCA3	550	693	549	693	PF00005.30	ABC_tran	Domain	2	137	137.0	98.9	3.7e-28	1	CL0023
