pfamID	Uniprot_ID	seq id	alignment start	alignment end	Pfam_description.
O95639	CPSF4_HUMAN	CPSF4	143	168	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P26651	TTP_HUMAN	ZFP36	104	130	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P26651	TTP_HUMAN	ZFP36	142	168	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P42694	HELZ_HUMAN	HELZ	179	205	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P47974	TISD_HUMAN	ZFP36L2	154	180	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P47974	TISD_HUMAN	ZFP36L2	192	217	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P61129	ZC3H6_HUMAN	ZC3H6	302	327	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
P79522	PRR3_HUMAN	PRR3	156	181	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q01081	U2AF1_HUMAN	U2AF1	13	39	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q01081	U2AF1_HUMAN	U2AF1	149	175	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q07352	TISB_HUMAN	ZFP36L1	153	178	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q07352	TISB_HUMAN	ZFP36L1	115	141	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q15695	U2AFL_HUMAN	ZRSR2P1	172	198	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q15696	U2AFM_HUMAN	ZRSR2	167	193	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q5T200	ZC3HD_HUMAN	ZC3H13	38	63	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q5VZF2	MBNL2_HUMAN	MBNL2	177	203	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q5VZF2	MBNL2_HUMAN	MBNL2	15	40	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8IWR0	Z3H7A_HUMAN	ZC3H7A	903	927	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8IXZ2	ZC3H3_HUMAN	ZC3H3	773	798	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8IXZ2	ZC3H3_HUMAN	ZC3H3	668	694	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8IZP6	R113B_HUMAN	RNF113B	191	217	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8N5P1	ZC3H8_HUMAN	ZC3H8	192	217	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8WU68	U2AF4_HUMAN	U2AF1L4	13	39	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8WU68	U2AF4_HUMAN	U2AF1L4	149	175	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q8WU90	ZC3HF_HUMAN	ZC3H15	100	125	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q96GM8	TOE1_HUMAN	TOE1	296	321	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q96K80	ZC3HA_HUMAN	ZC3H10	135	160	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q96QC0	PP1RA_HUMAN	PPP1R10	907	932	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9C0B0	UNK_HUMAN	UNK	294	320	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9H000	MKRN2_HUMAN	MKRN2	167	191	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9H000	MKRN2_HUMAN	MKRN2	33	57	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9H0J9	PAR12_HUMAN	PARP12	177	201	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9H9P5	UNKL_HUMAN	UNKL	283	309	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9HBD1	RC3H2_HUMAN	RC3H2	411	437	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9NR56	MBNL1_HUMAN	MBNL1	180	206	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9NUK0	MBNL3_HUMAN	MBNL3	175	201	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9NXH9	TRM1_HUMAN	TRMT1	601	626	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9P2N5	RBM27_HUMAN	RBM27	274	300	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9UDW3	ZMAT5_HUMAN	ZMAT5	52	78	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9UGR2	Z3H7B_HUMAN	ZC3H7B	755	781	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9UGR2	Z3H7B_HUMAN	ZC3H7B	888	913	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q9UPT8	ZC3H4_HUMAN	ZC3H4	420	445	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
O15547	P2RX6_HUMAN	P2RX6	23	376	ATP P2X receptor
P51575	P2RX1_HUMAN	P2RX1	14	370	ATP P2X receptor
P56373	P2RX3_HUMAN	P2RX3	8	360	ATP P2X receptor
Q93086	P2RX5_HUMAN	P2RX5	14	331	ATP P2X receptor
Q99571	P2RX4_HUMAN	P2RX4	13	374	ATP P2X receptor
Q99572	P2RX7_HUMAN	P2RX7	11	390	ATP P2X receptor
Q9UBL9	P2RX2_HUMAN	P2RX2	26	380	ATP P2X receptor
O15554	KCNN4_HUMAN	KCNN4	304	375	Calmodulin binding domain
Q92952	KCNN1_HUMAN	KCNN1	384	461	Calmodulin binding domain
Q9H2S1	KCNN2_HUMAN	KCNN2	412	486	Calmodulin binding domain
Q9UGI6	KCNN3_HUMAN	KCNN3	561	635	Calmodulin binding domain
O15554	KCNN4_HUMAN	KCNN4	11	125	Calcium-activated SK potassium channel
Q92952	KCNN1_HUMAN	KCNN1	92	208	Calcium-activated SK potassium channel
Q9H2S1	KCNN2_HUMAN	KCNN2	120	236	Calcium-activated SK potassium channel
Q9UGI6	KCNN3_HUMAN	KCNN3	269	385	Calcium-activated SK potassium channel
O42043	ENK18_HUMAN	ERVK-18	375	558	Retroviral envelope protein
O71037	ENK19_HUMAN	ERVK-19	486	682	Retroviral envelope protein
P61565	ENK21_HUMAN	ERVK-21	485	681	Retroviral envelope protein
P61566	ENK24_HUMAN	ERVK-24	375	571	Retroviral envelope protein
P61567	ENK7_HUMAN	ERVK-7	375	571	Retroviral envelope protein
P61570	ENK25_HUMAN	ERVK-25	486	661	Retroviral envelope protein
P63135	POK7_HUMAN	ERVK-7	1246	1442	Retroviral envelope protein
Q69384	ENK6_HUMAN	ERVK-6	486	682	Retroviral envelope protein
Q902F8	ENK8_HUMAN	ERVK-8	486	682	Retroviral envelope protein
Q902F9	EN113_HUMAN	HERVK_113	486	683	Retroviral envelope protein
Q9NX77	ENK13_HUMAN	ERVK13-1	310	482	Retroviral envelope protein
Q9UKH3	ENK9_HUMAN	ERVK-9	485	681	Retroviral envelope protein
O42043	ENK18_HUMAN	ERVK-18	4	172	Retro-transcribing viruses envelope glycoprotein
O71037	ENK19_HUMAN	ERVK-19	115	283	Retro-transcribing viruses envelope glycoprotein
P10266	POK10_HUMAN	ERVK-10	875	1014	Retro-transcribing viruses envelope glycoprotein
P61565	ENK21_HUMAN	ERVK-21	114	282	Retro-transcribing viruses envelope glycoprotein
P61566	ENK24_HUMAN	ERVK-24	4	172	Retro-transcribing viruses envelope glycoprotein
P61567	ENK7_HUMAN	ERVK-7	4	172	Retro-transcribing viruses envelope glycoprotein
P61568	ENK11_HUMAN	ERVK11-1	1	146	Retro-transcribing viruses envelope glycoprotein
P61570	ENK25_HUMAN	ERVK-25	115	283	Retro-transcribing viruses envelope glycoprotein
P63135	POK7_HUMAN	ERVK-7	875	1043	Retro-transcribing viruses envelope glycoprotein
Q69384	ENK6_HUMAN	ERVK-6	115	283	Retro-transcribing viruses envelope glycoprotein
Q902F8	ENK8_HUMAN	ERVK-8	115	283	Retro-transcribing viruses envelope glycoprotein
Q902F9	EN113_HUMAN	HERVK_113	115	283	Retro-transcribing viruses envelope glycoprotein
Q9HDB8	ENK5_HUMAN	ERVK-5	4	172	Retro-transcribing viruses envelope glycoprotein
Q9NX77	ENK13_HUMAN	ERVK13-1	4	109	Retro-transcribing viruses envelope glycoprotein
Q9UKH3	ENK9_HUMAN	ERVK-9	115	282	Retro-transcribing viruses envelope glycoprotein
Q9UQG0	POK11_HUMAN	ERVK-11	875	969	Retro-transcribing viruses envelope glycoprotein
O43143	DHX15_HUMAN	DHX15	689	765	Oligonucleotide/oligosaccharide-binding (OB)-fold
O60231	DHX16_HUMAN	DHX16	939	1015	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q08211	DHX9_HUMAN	DHX9	991	1074	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q14147	DHX34_HUMAN	DHX34	800	911	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q14562	DHX8_HUMAN	DHX8	1103	1180	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q6P158	DHX57_HUMAN	DHX57	1213	1312	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q7L2E3	DHX30_HUMAN	DHX30	1015	1105	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q7L7V1	DHX32_HUMAN	DHX32	616	696	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q7Z478	DHX29_HUMAN	DHX29	1216	1302	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q8IX18	DHX40_HUMAN	DHX40	619	699	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q8IY37	DHX37_HUMAN	DHX37	925	1011	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q8TE96	DQX1_HUMAN	DQX1	591	674	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q92620	PRP16_HUMAN	DHX38	1069	1148	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q9H2U1	DHX36_HUMAN	DHX36	831	917	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q9H5Z1	DHX35_HUMAN	DHX35	606	685	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q9H6R0	DHX33_HUMAN	DHX33	620	697	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q9H6S0	YTDC2_HUMAN	YTHDC2	971	1067	Oligonucleotide/oligosaccharide-binding (OB)-fold
O43143	DHX15_HUMAN	DHX15	539	627	Helicase associated domain (HA2)
O60231	DHX16_HUMAN	DHX16	792	935	Helicase associated domain (HA2)
Q08211	DHX9_HUMAN	DHX9	832	926	Helicase associated domain (HA2)
Q14147	DHX34_HUMAN	DHX34	557	747	Helicase associated domain (HA2)
Q14562	DHX8_HUMAN	DHX8	957	1045	Helicase associated domain (HA2)
Q6P158	DHX57_HUMAN	DHX57	1036	1162	Helicase associated domain (HA2)
Q7L2E3	DHX30_HUMAN	DHX30	851	966	Helicase associated domain (HA2)
Q7L7V1	DHX32_HUMAN	DHX32	458	569	Helicase associated domain (HA2)
Q7Z478	DHX29_HUMAN	DHX29	1049	1170	Helicase associated domain (HA2)
Q8IX18	DHX40_HUMAN	DHX40	463	560	Helicase associated domain (HA2)
Q8IY37	DHX37_HUMAN	DHX37	737	858	Helicase associated domain (HA2)
Q8NDG6	TDRD9_HUMAN	TDRD9	565	680	Helicase associated domain (HA2)
Q8TE96	DQX1_HUMAN	DQX1	442	551	Helicase associated domain (HA2)
Q92620	PRP16_HUMAN	DHX38	923	1058	Helicase associated domain (HA2)
Q9H2U1	DHX36_HUMAN	DHX36	670	759	Helicase associated domain (HA2)
Q9H5Z1	DHX35_HUMAN	DHX35	459	567	Helicase associated domain (HA2)
Q9H6R0	DHX33_HUMAN	DHX33	471	562	Helicase associated domain (HA2)
Q9H6S0	YTDC2_HUMAN	YTHDC2	809	928	Helicase associated domain (HA2)
O43147	SGSM2_HUMAN	SGSM2	257	392	Rab-binding domain (RBD)
Q2NKQ1	SGSM1_HUMAN	SGSM1	255	391	Rab-binding domain (RBD)
Q8TC07	TBC15_HUMAN	TBC1D15	10	211	Rab-binding domain (RBD)
Q9HA65	TBC17_HUMAN	TBC1D17	7	205	Rab-binding domain (RBD)
O43147	SGSM2_HUMAN	SGSM2	42	189	RUN domain
Q2NKQ1	SGSM1_HUMAN	SGSM1	44	188	RUN domain
Q59EK9	RUN3A_HUMAN	RUNDC3A	60	188	RUN domain
Q6IQ26	DEN5A_HUMAN	DENND5A	1142	1281	RUN domain
Q6IQ26	DEN5A_HUMAN	DENND5A	795	944	RUN domain
Q6ZNE9	RUFY4_HUMAN	RUFY4	33	165	RUN domain
Q6ZUT9	DEN5B_HUMAN	DENND5B	1126	1268	RUN domain
Q6ZUT9	DEN5B_HUMAN	DENND5B	780	927	RUN domain
Q7L099	RUFY3_HUMAN	RUFY3	103	226	RUN domain
Q8IWE5	PKHM2_HUMAN	PLEKHM2	70	157	RUN domain
Q8N2Y8	RUSC2_HUMAN	RUSC2	1039	1173	RUN domain
Q8TEQ0	SNX29_HUMAN	SNX29	44	179	RUN domain
Q8WXA3	RUFY2_HUMAN	RUFY2	45	168	RUN domain
Q92622	RUBIC_HUMAN	RUBCN	56	182	RUN domain
Q96C34	RUND1_HUMAN	RUNDC1	429	601	RUN domain
Q96HU1	SGSM3_HUMAN	SGSM3	563	717	RUN domain
Q96NL0	RUN3B_HUMAN	RUNDC3B	65	205	RUN domain
Q96T51	RUFY1_HUMAN	RUFY1	147	270	RUN domain
Q9BQS8	FYCO1_HUMAN	FYCO1	13	167	RUN domain
Q9BVN2	RUSC1_HUMAN	RUSC1	530	664	RUN domain
Q9Y4G2	PKHM1_HUMAN	PLEKHM1	49	182	RUN domain
O43148	MCES_HUMAN	RNMT	136	475	mRNA capping enzyme
O43149	ZZEF1_HUMAN	ZZEF1	226	393	Anaphase-promoting complex, subunit 10 (APC10)
O75592	MYCB2_HUMAN	MYCBP2	3724	3892	Anaphase-promoting complex, subunit 10 (APC10)
O95714	HERC2_HUMAN	HERC2	2782	2923	Anaphase-promoting complex, subunit 10 (APC10)
Q14999	CUL7_HUMAN	CUL7	831	990	Anaphase-promoting complex, subunit 10 (APC10)
Q5T447	HECD3_HUMAN	HECTD3	232	393	Anaphase-promoting complex, subunit 10 (APC10)
Q8IWT3	CUL9_HUMAN	CUL9	1159	1318	Anaphase-promoting complex, subunit 10 (APC10)
Q9UM13	APC10_HUMAN	ANAPC10	4	183	Anaphase-promoting complex, subunit 10 (APC10)
O43151	TET3_HUMAN	TET3	49	89	CXXC zinc finger domain
P26358	DNMT1_HUMAN	DNMT1	645	691	CXXC zinc finger domain
Q03164	KMT2A_HUMAN	KMT2A	1147	1194	CXXC zinc finger domain
Q6PCT2	FXL19_HUMAN	FBXL19	31	77	CXXC zinc finger domain
Q7LFL8	CXXC5_HUMAN	CXXC5	255	296	CXXC zinc finger domain
Q8NFU7	TET1_HUMAN	TET1	583	624	CXXC zinc finger domain
Q8NHM5	KDM2B_HUMAN	KDM2B	605	651	CXXC zinc finger domain
Q9H2H0	CXXC4_HUMAN	CXXC4	131	172	CXXC zinc finger domain
Q9P0U4	CXXC1_HUMAN	CXXC1	160	208	CXXC zinc finger domain
Q9UIS9	MBD1_HUMAN	MBD1	330	377	CXXC zinc finger domain
Q9UIS9	MBD1_HUMAN	MBD1	217	262	CXXC zinc finger domain
Q9UIS9	MBD1_HUMAN	MBD1	168	215	CXXC zinc finger domain
Q9UMN6	KMT2B_HUMAN	KMT2B	958	1005	CXXC zinc finger domain
Q9Y2K7	KDM2A_HUMAN	KDM2A	563	609	CXXC zinc finger domain
O43151	TET3_HUMAN	TET3	985	1697	Oxygenase domain of the 2OGFeDO superfamily 
Q6N021	TET2_HUMAN	TET2	1290	1905	Oxygenase domain of the 2OGFeDO superfamily 
Q8NFU7	TET1_HUMAN	TET1	1580	2052	Oxygenase domain of the 2OGFeDO superfamily 
O43155	FLRT2_HUMAN	FLRT2	336	361	Leucine rich repeat C-terminal domain
O60603	TLR2_HUMAN	TLR2	561	586	Leucine rich repeat C-terminal domain
O75093	SLIT1_HUMAN	SLIT1	890	915	Leucine rich repeat C-terminal domain
O75093	SLIT1_HUMAN	SLIT1	695	720	Leucine rich repeat C-terminal domain
O75093	SLIT1_HUMAN	SLIT1	463	488	Leucine rich repeat C-terminal domain
O75093	SLIT1_HUMAN	SLIT1	239	264	Leucine rich repeat C-terminal domain
O75094	SLIT3_HUMAN	SLIT3	461	486	Leucine rich repeat C-terminal domain
O75094	SLIT3_HUMAN	SLIT3	687	712	Leucine rich repeat C-terminal domain
O75094	SLIT3_HUMAN	SLIT3	239	264	Leucine rich repeat C-terminal domain
O75094	SLIT3_HUMAN	SLIT3	881	906	Leucine rich repeat C-terminal domain
O94813	SLIT2_HUMAN	SLIT2	454	479	Leucine rich repeat C-terminal domain
O94813	SLIT2_HUMAN	SLIT2	883	908	Leucine rich repeat C-terminal domain
O94813	SLIT2_HUMAN	SLIT2	234	258	Leucine rich repeat C-terminal domain
O94813	SLIT2_HUMAN	SLIT2	688	713	Leucine rich repeat C-terminal domain
O94898	LRIG2_HUMAN	LRIG2	468	493	Leucine rich repeat C-terminal domain
P13224	GP1BB_HUMAN	GP1BB	115	142	Leucine rich repeat C-terminal domain
Q13641	TPBG_HUMAN	TPBG	320	345	Leucine rich repeat C-terminal domain
Q15399	TLR1_HUMAN	TLR1	553	578	Leucine rich repeat C-terminal domain
Q7L0X0	TRIL_HUMAN	TRIL	387	415	Leucine rich repeat C-terminal domain
Q96JA1	LRIG1_HUMAN	LRIG1	465	490	Leucine rich repeat C-terminal domain
Q9Y2C9	TLR6_HUMAN	TLR6	558	583	Leucine rich repeat C-terminal domain
O43157	PLXB1_HUMAN	PLXNB1	921	1020	TIG domain found in plexin
O75051	PLXA2_HUMAN	PLXNA2	708	802	TIG domain found in plexin
P51805	PLXA3_HUMAN	PLXNA3	690	784	TIG domain found in plexin
Q9HCM2	PLXA4_HUMAN	PLXNA4	708	802	TIG domain found in plexin
Q9UIW2	PLXA1_HUMAN	PLXNA1	713	807	TIG domain found in plexin
Q9ULL4	PLXB3_HUMAN	PLXNB3	689	786	TIG domain found in plexin
O43159	RRP8_HUMAN	RRP8	237	456	Hypothetical methyltransferase
O43166	SI1L1_HUMAN	SIPA1L1	1504	1749	C-terminal domain of SPAR protein
O60292	SI1L3_HUMAN	SIPA1L3	1477	1726	C-terminal domain of SPAR protein
Q9P2F8	SI1L2_HUMAN	SIPA1L2	1419	1666	C-terminal domain of SPAR protein
O43166	SI1L1_HUMAN	SIPA1L1	628	810	Rap/ran-GAP
O60292	SI1L3_HUMAN	SIPA1L3	640	822	Rap/ran-GAP
P47736	RPGP1_HUMAN	RAP1GAP	210	391	Rap/ran-GAP
P49815	TSC2_HUMAN	TSC2	1561	1749	Rap/ran-GAP
Q2PPJ7	RGPA2_HUMAN	RALGAPA2	1664	1840	Rap/ran-GAP
Q5VVW2	GARL3_HUMAN	GARNL3	220	401	Rap/ran-GAP
Q684P5	RPGP2_HUMAN	RAP1GAP2	277	458	Rap/ran-GAP
Q6GYQ0	RGPA1_HUMAN	RALGAPA1	1825	2002	Rap/ran-GAP
Q96FS4	SIPA1_HUMAN	SIPA1	350	533	Rap/ran-GAP
Q9P2F8	SI1L2_HUMAN	SIPA1L2	624	806	Rap/ran-GAP
O43172	PRP4_HUMAN	PRPF4	108	136	pre-mRNA processing factor 4 (PRP4) like
Q99633	PRP18_HUMAN	PRPF18	84	112	pre-mRNA processing factor 4 (PRP4) like
O43175	SERA_HUMAN	PHGDH	9	317	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
P56545	CTBP2_HUMAN	CTBP2	36	358	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Q13363	CTBP1_HUMAN	CTBP1	30	352	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Q9UBQ7	GRHPR_HUMAN	GRHPR	9	327	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
O43175	SERA_HUMAN	PHGDH	328	425	D-3-phosphoglycerate dehydrogenase intervening domain
O43175	SERA_HUMAN	PHGDH	111	285	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
P56545	CTBP2_HUMAN	CTBP2	139	323	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Q13363	CTBP1_HUMAN	CTBP1	133	317	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Q9UBQ7	GRHPR_HUMAN	GRHPR	116	295	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
O43181	NDUS4_HUMAN	NDUFS4	76	170	NADH dehydrogenase ubiquinone Fe-S protein 4
O43184	ADA12_HUMAN	ADAM12	510	630	ADAM cysteine-rich
O43506	ADA20_HUMAN	ADAM20	493	606	ADAM cysteine-rich
O75077	ADA23_HUMAN	ADAM23	588	706	ADAM cysteine-rich
O75078	ADA11_HUMAN	ADAM11	531	647	ADAM cysteine-rich
P78325	ADAM8_HUMAN	ADAM8	494	571	ADAM cysteine-rich
Q13443	ADAM9_HUMAN	ADAM9	501	615	ADAM cysteine-rich
Q13444	ADA15_HUMAN	ADAM15	508	627	ADAM cysteine-rich
Q6NVV9	ADAM5_HUMAN	ADAM5	199	305	ADAM cysteine-rich
Q8TC27	ADA32_HUMAN	ADAM32	479	594	ADAM cysteine-rich
Q99965	ADAM2_HUMAN	ADAM2	473	587	ADAM cysteine-rich
Q9BZ11	ADA33_HUMAN	ADAM33	503	619	ADAM cysteine-rich
Q9H013	ADA19_HUMAN	ADAM19	502	624	ADAM cysteine-rich
Q9H2U9	ADAM7_HUMAN	ADAM7	488	602	ADAM cysteine-rich
Q9P0K1	ADA22_HUMAN	ADAM22	531	649	ADAM cysteine-rich
Q9UKF2	ADA30_HUMAN	ADAM30	485	602	ADAM cysteine-rich
Q9UKF5	ADA29_HUMAN	ADAM29	483	596	ADAM cysteine-rich
Q9UKJ8	ADA21_HUMAN	ADAM21	492	605	ADAM cysteine-rich
Q9UKQ2	ADA28_HUMAN	ADAM28	493	591	ADAM cysteine-rich
Q9Y3Q7	ADA18_HUMAN	ADAM18	479	595	ADAM cysteine-rich
O43186	CRX_HUMAN	CRX	164	249	Otx1 transcription factor
P32242	OTX1_HUMAN	OTX1	178	279	Otx1 transcription factor
P32243	OTX2_HUMAN	OTX2	153	234	Otx1 transcription factor
O43189	PHF1_HUMAN	PHF1	530	565	Polycomb-like MTF2 factor 2
Q5T6S3	PHF19_HUMAN	PHF19	531	578	Polycomb-like MTF2 factor 2
Q9Y483	MTF2_HUMAN	MTF2	544	591	Polycomb-like MTF2 factor 2
O43236	SEPT4_HUMAN	SEPTIN4	141	421	Septin
Q14141	SEPT6_HUMAN	SEPTIN6	39	312	Septin
Q15019	SEPT2_HUMAN	SEPTIN2	34	313	Septin
Q16181	SEPT7_HUMAN	SEPTIN7	47	323	Septin
Q6ZU15	SEP14_HUMAN	SEPTIN14	49	321	Septin
Q8IYM1	SEP12_HUMAN	SEPTIN12	46	323	Septin
Q8WYJ6	SEPT1_HUMAN	SEPTIN1	27	308	Septin
Q92599	SEPT8_HUMAN	SEPTIN8	41	314	Septin
Q99719	SEPT5_HUMAN	SEPTIN5	41	321	Septin
Q9NVA2	SEP11_HUMAN	SEPTIN11	38	311	Septin
Q9P0V9	SEP10_HUMAN	SEPTIN10	63	335	Septin
Q9UH03	SEPT3_HUMAN	SEPTIN3	58	335	Septin
Q9UHD8	SEPT9_HUMAN	SEPTIN9	295	574	Septin
O43237	DC1L2_HUMAN	DYNC1LI2	30	491	Dynein light intermediate chain (DLIC)
Q8TCX1	DC2L1_HUMAN	DYNC2LI1	2	179	Dynein light intermediate chain (DLIC)
Q9Y6G9	DC1L1_HUMAN	DYNC1LI1	43	519	Dynein light intermediate chain (DLIC)
O43242	PSMD3_HUMAN	PSMD3	465	532	Proteasome regulatory subunit C-terminal
O43246	CTR4_HUMAN	SLC7A4	37	432	Amino acid permease
P30825	SL7A1_HUMAN	SLC7A1	32	446	Amino acid permease
P52569	CTR2_HUMAN	SLC7A2	34	449	Amino acid permease
P82251	BAT1_HUMAN	SLC7A9	30	449	Amino acid permease
Q01650	LAT1_HUMAN	SLC7A5	50	476	Amino acid permease
Q8MH63	LAT1N_HUMAN	SLC7A5P1	50	179	Amino acid permease
Q8TBB6	S7A14_HUMAN	SLC7A14	53	443	Amino acid permease
Q8TCU3	S7A13_HUMAN	SLC7A13	15	439	Amino acid permease
Q8WY07	CTR3_HUMAN	SLC7A3	32	466	Amino acid permease
Q92536	YLAT2_HUMAN	SLC7A6	45	468	Amino acid permease
Q9GIP4	LAT1L_HUMAN	SLC7A5P2	50	183	Amino acid permease
Q9NS82	AAA1_HUMAN	SLC7A10	40	468	Amino acid permease
Q9UHI5	LAT2_HUMAN	SLC7A8	40	465	Amino acid permease
Q9UM01	YLAT1_HUMAN	SLC7A7	37	461	Amino acid permease
Q9UPY5	XCT_HUMAN	SLC7A11	44	470	Amino acid permease
O43246	CTR4_HUMAN	SLC7A4	540	590	C-terminus of AA_permease
P30825	SL7A1_HUMAN	SLC7A1	558	608	C-terminus of AA_permease
P52569	CTR2_HUMAN	SLC7A2	556	606	C-terminus of AA_permease
Q8TBB6	S7A14_HUMAN	SLC7A14	627	677	C-terminus of AA_permease
Q8WY07	CTR3_HUMAN	SLC7A3	539	589	C-terminus of AA_permease
O43247	TEX33_HUMAN	TEX33	140	277	Testis-expressed sequence 33 protein family
O43248	HXC11_HUMAN	HOXC11	42	163	Protein of unknown function (DUF3528)
P31270	HXA11_HUMAN	HOXA11	25	153	Protein of unknown function (DUF3528)
P31277	HXD11_HUMAN	HOXD11	105	189	Protein of unknown function (DUF3528)
P31277	HXD11_HUMAN	HOXD11	26	81	Protein of unknown function (DUF3528)
O43252	PAPS1_HUMAN	PAPSS1	51	209	Adenylylsulphate kinase
O95340	PAPS2_HUMAN	PAPSS2	41	199	Adenylylsulphate kinase
O43252	PAPS1_HUMAN	PAPSS1	394	617	ATP-sulfurylase
O95340	PAPS2_HUMAN	PAPSS2	384	607	ATP-sulfurylase
O43252	PAPS1_HUMAN	PAPSS1	225	386	PUA-like domain
O95340	PAPS2_HUMAN	PAPSS2	215	376	PUA-like domain
O43255	SIAH2_HUMAN	SIAH2	122	318	Seven in absentia protein family
Q8IUQ4	SIAH1_HUMAN	SIAH1	82	278	Seven in absentia protein family
Q8IW03	SIAH3_HUMAN	SIAH3	73	256	Seven in absentia protein family
O43257	ZNHI1_HUMAN	ZNHIT1	113	142	HIT zinc finger
Q15649	ZNHI3_HUMAN	ZNHIT3	7	36	HIT zinc finger
Q5T1V6	DDX59_HUMAN	DDX59	104	133	HIT zinc finger
Q9C086	IN80B_HUMAN	INO80B	305	336	HIT zinc finger
Q9NWK9	BCD1_HUMAN	ZNHIT6	216	246	HIT zinc finger
Q9UHR6	ZNHI2_HUMAN	ZNHIT2	3	36	HIT zinc finger
O43264	ZW10_HUMAN	ZW10	27	552	Centromere/kinetochore Zw10
O43272	PROD_HUMAN	PRODH	127	577	Proline dehydrogenase
Q9UF12	HYPDH_HUMAN	PRODH2	224	514	Proline dehydrogenase
O43278	SPIT1_HUMAN	SPINT1	390	442	Kunitz/Bovine pancreatic trypsin inhibitor domain
O43278	SPIT1_HUMAN	SPINT1	249	301	Kunitz/Bovine pancreatic trypsin inhibitor domain
O43291	SPIT2_HUMAN	SPINT2	132	184	Kunitz/Bovine pancreatic trypsin inhibitor domain
O43291	SPIT2_HUMAN	SPINT2	37	89	Kunitz/Bovine pancreatic trypsin inhibitor domain
O95428	PPN_HUMAN	PAPLN	753	805	Kunitz/Bovine pancreatic trypsin inhibitor domain
O95925	EPPI_HUMAN	EPPIN	76	128	Kunitz/Bovine pancreatic trypsin inhibitor domain
